timestamp,x,y,wind_speed,wind_dir
2020-01-01 00:00:00,5,1,7.54,270.7
2020-01-01 00:00:00,5,2,8.82,266.2
2020-01-01 00:00:00,5,3,8.63,275.3
2020-01-01 00:00:00,5,4,8.42,271.7
2020-01-01 00:00:00,5,5,8.37,276.2
2020-01-01 00:00:00,5,6,8.3,268.6
2020-01-01 00:00:00,5,7,8.51,276.3
2020-01-01 00:00:00,5,8,8.28,270.9
2020-01-01 00:00:00,5,9,7.57,268.9
2020-01-01 00:00:00,5,10,7.94,271.9
2020-01-01 00:00:00,5,11,7.85,269.3
2020-01-01 00:00:00,5,12,9.2,264.9
2020-01-01 00:00:00,5,13,8.73,265.1
2020-01-01 00:00:00,5,14,7.99,266.6
2020-01-01 00:00:00,5,15,8.02,275.5
2020-01-01 00:00:00,5,16,7.6,265.0
2020-01-01 00:00:00,5,17,7.41,277.7
2020-01-01 00:00:00,5,18,7.68,271.6
2020-01-01 00:00:00,5,19,7.44,271.6
2020-01-01 00:00:00,6,0,8.63,273.4
2020-01-01 00:00:00,6,1,7.22,263.5
2020-01-01 00:00:00,6,2,8.76,277.0
2020-01-01 00:00:00,6,3,9.89,264.5
2020-01-01 00:00:00,6,4,7.79,276.4
2020-01-01 00:00:00,6,5,7.65,267.8
2020-01-01 00:00:00,6,6,8.62,271.2
2020-01-01 00:00:00,6,7,8.07,273.2
2020-01-01 00:00:00,6,8,8.76,278.0
2020-01-01 00:00:00,6,9,8.62,278.7
2020-01-01 00:00:00,6,10,8.25,272.0
2020-01-01 00:00:00,6,11,7.29,275.6
2020-01-01 00:00:00,6,12,7.31,273.5
2020-01-01 00:00:00,6,13,7.96,267.6
2020-01-01 00:00:00,6,14,8.08,273.8
2020-01-01 00:00:00,6,15,7.74,274.2
2020-01-01 00:00:00,6,16,8.35,275.1
2020-01-01 00:00:00,6,17,7.06,273.4
2020-01-01 00:00:00,6,18,7.04,267.6
2020-01-01 00:00:00,6,19,8.01,267.5
2020-01-01 00:00:00,7,0,9.24,258.3
2020-01-01 00:00:00,7,1,8.17,264.2
2020-01-01 00:00:00,7,2,8.99,272.1
2020-01-01 00:00:00,7,3,8.14,268.9
2020-01-01 00:00:00,7,4,8.49,267.9
2020-01-01 00:00:00,7,5,8.26,274.3
2020-01-01 00:00:00,7,6,8.49,266.1
2020-01-01 00:00:00,7,7,8.76,270.1
2020-01-01 00:00:00,7,8,8.55,269.1
2020-01-01 00:00:00,7,9,8.31,266.6
2020-01-01 00:00:00,7,10,7.84,270.7
2020-01-01 00:00:00,7,11,8.86,269.5
2020-01-01 00:00:00,7,12,7.37,272.1
2020-01-01 00:00:00,7,13,8.1,270.0
2020-01-01 00:00:00,7,14,7.69,273.2
2020-01-01 00:00:00,7,15,7.39,273.1
2020-01-01 00:00:00,7,16,8.35,269.9
2020-01-01 00:00:00,7,17,8.45,268.6
2020-01-01 00:00:00,7,18,7.24,269.8
2020-01-01 00:00:00,7,19,8.64,266.4
2020-01-01 00:00:00,8,0,9.31,275.5
2020-01-01 00:00:00,8,1,8.8,276.4
2020-01-01 00:00:00,8,2,8.67,270.7
2020-01-01 00:00:00,8,3,8.8,267.6
2020-01-01 00:00:00,8,4,8.83,279.4
2020-01-01 00:00:00,8,5,7.53,268.6
2020-01-01 00:00:00,8,6,8.79,274.1
2020-01-01 00:00:00,8,7,8.81,275.5
2020-01-01 00:00:00,8,8,9.55,268.2
2020-01-01 00:00:00,8,9,8.26,274.6
2020-01-01 00:00:00,8,10,6.94,269.0
2020-01-01 00:00:00,8,11,8.14,276.4
2020-01-01 00:00:00,8,12,7.74,269.1
2020-01-01 00:00:00,8,13,8.73,273.1
2020-01-01 00:00:00,8,14,7.65,270.3
2020-01-01 00:00:00,8,15,7.56,279.2
2020-01-01 00:00:00,8,16,7.79,265.4
2020-01-01 00:00:00,8,17,7.91,261.6
2020-01-01 00:00:00,8,18,7.78,264.2
2020-01-01 00:00:00,8,19,7.61,269.8
2020-01-01 00:00:00,9,0,8.78,265.5
2020-01-01 00:00:00,9,1,9.26,278.4
2020-01-01 00:00:00,9,2,8.4,274.4
2020-01-01 00:00:00,9,3,8.44,269.4
2020-01-01 00:00:00,9,4,7.68,264.3
2020-01-01 00:00:00,9,5,8.73,274.7
2020-01-01 00:00:00,9,6,8.5,268.7
2020-01-01 00:00:00,9,7,8.31,264.1
2020-01-01 00:00:00,9,8,7.67,278.6
2020-01-01 00:00:00,9,9,9.22,274.3
2020-01-01 00:00:00,9,10,8.63,265.2
2020-01-01 00:00:00,9,11,8.75,268.5
2020-01-01 00:00:00,9,12,8.36,265.5
2020-01-01 00:00:00,9,13,8.67,281.8
2020-01-01 00:00:00,9,14,7.98,266.3
2020-01-01 00:00:00,9,15,7.33,274.1
2020-01-01 00:00:00,9,16,7.34,271.0
2020-01-01 00:00:00,9,17,7.77,272.7
2020-01-01 00:00:00,9,18,7.79,269.5
2020-01-01 00:00:00,9,19,8.01,268.5
2020-01-01 00:00:00,10,0,8.95,265.5
2020-01-01 00:00:00,10,1,8.18,277.8
2020-01-01 00:00:00,10,2,8.11,271.4
2020-01-01 00:00:00,10,3,9.62,268.7
2020-01-01 00:00:00,10,4,8.78,271.8
2020-01-01 00:00:00,10,5,8.42,267.5
2020-01-01 00:00:00,10,6,8.54,259.2
2020-01-01 00:00:00,10,7,8.21,268.4
2020-01-01 00:00:00,10,8,8.87,268.0
2020-01-01 00:00:00,10,9,8.54,278.0
2020-01-01 00:00:00,10,10,9.07,269.6
2020-01-01 00:00:00,10,11,7.94,267.5
2020-01-01 00:00:00,10,12,7.79,268.7
2020-01-01 00:00:00,10,13,8.03,266.5
2020-01-01 00:00:00,10,14,8.27,268.4
2020-01-01 00:00:00,10,15,8.74,274.8
2020-01-01 00:00:00,10,16,8.52,271.8
2020-01-01 00:00:00,10,17,8.06,271.5
2020-01-01 00:00:00,10,18,8.3,276.6
2020-01-01 00:00:00,10,19,8.24,278.4
2020-01-01 00:00:00,11,0,10.09,271.8
2020-01-01 00:00:00,11,1,8.48,266.0
2020-01-01 00:00:00,11,2,9.64,270.8
2020-01-01 00:00:00,11,3,9.8,276.7
2020-01-01 00:00:00,11,4,8.37,265.2
2020-01-01 00:00:00,11,5,9.1,264.8
2020-01-01 00:00:00,11,6,8.75,276.2
2020-01-01 00:00:00,11,7,8.73,263.8
2020-01-01 00:00:00,11,8,8.61,275.2
2020-01-01 00:00:00,11,9,8.86,265.8
2020-01-01 00:00:00,11,10,7.93,274.4
2020-01-01 00:00:00,11,11,7.92,262.5
2020-01-01 00:00:00,11,12,9.27,273.4
2020-01-01 00:00:00,11,13,9.04,267.6
2020-01-01 00:00:00,11,14,8.91,268.1
2020-01-01 00:00:00,11,15,8.49,268.0
2020-01-01 00:00:00,11,16,8.88,259.4
2020-01-01 00:00:00,11,17,8.05,266.7
2020-01-01 00:00:00,11,18,8.71,274.0
2020-01-01 00:00:00,11,19,7.34,277.4
2020-01-01 00:00:00,12,0,8.92,275.0
2020-01-01 00:00:00,12,1,9.42,269.3
2020-01-01 00:00:00,12,2,9.22,268.7
2020-01-01 00:00:00,12,3,9.06,277.1
2020-01-01 00:00:00,12,4,8.0,282.1
2020-01-01 00:00:00,12,5,9.17,266.5
2020-01-01 00:00:00,12,6,8.91,266.5
2020-01-01 00:00:00,12,7,8.86,264.9
2020-01-01 00:00:00,12,8,9.25,270.8
2020-01-01 00:00:00,12,9,7.76,265.6
2020-01-01 00:00:00,12,10,8.46,277.9
2020-01-01 00:00:00,12,11,8.59,270.9
2020-01-01 00:00:00,12,12,8.4,278.7
2020-01-01 00:00:00,12,13,8.59,279.0
2020-01-01 00:00:00,12,14,8.44,274.1
2020-01-01 00:00:00,12,15,7.59,272.7
2020-01-01 00:00:00,12,16,9.12,266.8
2020-01-01 00:00:00,12,17,8.75,264.5
2020-01-01 00:00:00,12,18,8.48,276.4
2020-01-01 00:00:00,12,19,7.17,276.2
2020-01-01 00:00:00,13,0,9.16,265.3
2020-01-01 00:00:00,13,1,9.95,270.7
2020-01-01 00:00:00,13,2,9.9,274.5
2020-01-01 00:00:00,13,3,8.84,273.7
2020-01-01 00:00:00,13,4,9.46,266.0
2020-01-01 00:00:00,13,5,8.53,260.0
2020-01-01 00:00:00,13,6,8.87,261.9
2020-01-01 00:00:00,13,7,8.61,267.9
2020-01-01 00:00:00,13,8,9.51,265.3
2020-01-01 00:00:00,13,9,7.68,271.2
2020-01-01 00:00:00,13,10,9.84,281.5
2020-01-01 00:00:00,13,11,9.43,266.2
2020-01-01 00:00:00,13,12,8.04,268.0
2020-01-01 00:00:00,13,13,8.42,266.8
2020-01-01 00:00:00,13,14,8.92,270.1
2020-01-01 00:00:00,13,15,8.24,259.9
2020-01-01 00:00:00,13,16,7.88,265.6
2020-01-01 00:00:00,13,17,8.1,267.9
2020-01-01 00:00:00,13,18,8.27,263.4
2020-01-01 00:00:00,13,19,9.39,273.6
2020-01-01 00:00:00,14,0,9.07,268.0
2020-01-01 00:00:00,14,1,9.78,272.1
2020-01-01 00:00:00,14,2,10.12,265.9
2020-01-01 00:00:00,14,3,8.66,272.8
2020-01-01 00:00:00,14,4,9.35,265.9
2020-01-01 00:00:00,14,5,9.42,262.0
2020-01-01 00:00:00,14,6,9.88,277.2
2020-01-01 00:00:00,14,7,9.17,266.2
2020-01-01 00:00:00,14,8,9.21,270.0
2020-01-01 00:00:00,14,9,8.79,258.3
2020-01-01 00:00:00,14,10,8.26,266.6
2020-01-01 00:00:00,14,11,9.35,275.1
2020-01-01 00:00:00,14,12,8.95,274.0
2020-01-01 00:00:00,14,13,9.56,266.5
2020-01-01 00:00:00,14,14,9.23,271.1
2020-01-01 00:00:00,14,15,8.82,261.0
2020-01-01 00:00:00,14,16,9.39,264.2
2020-01-01 00:00:00,14,17,8.2,269.8
2020-01-01 00:00:00,14,18,8.91,278.7
2020-01-01 00:00:00,14,19,8.28,271.1
2020-01-01 00:00:00,15,0,8.77,272.5
2020-01-01 00:00:00,15,1,9.51,262.8
2020-01-01 00:00:00,15,2,9.14,268.0
2020-01-01 00:00:00,15,3,8.64,273.8
2020-01-01 00:00:00,15,4,9.2,267.1
2020-01-01 00:00:00,15,5,8.94,260.9
2020-01-01 00:00:00,15,6,9.45,271.6
2020-01-01 00:00:00,15,7,9.17,260.1
2020-01-01 00:00:00,15,8,8.54,263.7
2020-01-01 00:00:00,15,9,9.32,269.3
2020-01-01 00:00:00,15,10,9.43,281.7
2020-01-01 00:00:00,15,11,9.22,281.3
2020-01-01 00:00:00,15,12,8.6,269.0
2020-01-01 00:00:00,15,13,8.6,274.2
2020-01-01 00:00:00,15,14,8.51,269.7
2020-01-01 00:00:00,15,15,8.74,266.1
2020-01-01 00:00:00,15,16,8.79,271.8
2020-01-01 00:00:00,15,17,9.47,270.0
2020-01-01 00:00:00,15,18,8.73,271.7
2020-01-01 00:00:00,15,19,8.68,275.5
2020-01-01 00:00:00,16,0,9.54,267.5
2020-01-01 00:00:00,16,1,9.85,272.8
2020-01-01 00:00:00,16,2,9.6,271.2
2020-01-01 00:00:00,16,3,8.88,268.6
2020-01-01 00:00:00,16,4,9.32,280.3
2020-01-01 00:00:00,16,5,8.05,275.9
2020-01-01 00:00:00,16,6,9.64,273.6
2020-01-01 00:00:00,16,7,8.85,265.6
2020-01-01 00:00:00,16,8,9.83,270.5
2020-01-01 00:00:00,16,9,8.52,273.7
2020-01-01 00:00:00,16,10,8.71,273.3
2020-01-01 00:00:00,16,11,9.36,268.6
2020-01-01 00:00:00,16,12,8.53,265.3
2020-01-01 00:00:00,16,13,9.24,257.9
2020-01-01 00:00:00,16,14,8.52,269.5
2020-01-01 00:00:00,16,15,9.75,271.0
2020-01-01 00:00:00,16,16,9.17,280.6
2020-01-01 00:00:00,16,17,10.3,272.1
2020-01-01 00:00:00,16,18,8.68,267.9
2020-01-01 00:00:00,16,19,8.67,280.6
2020-01-01 00:00:00,17,0,10.01,261.4
2020-01-01 00:00:00,17,1,10.19,271.2
2020-01-01 00:00:00,17,2,9.47,270.5
2020-01-01 00:00:00,17,3,9.46,271.1
2020-01-01 00:00:00,17,4,10.2,264.7
2020-01-01 00:00:00,17,5,9.19,272.0
2020-01-01 00:00:00,17,6,9.27,273.6
2020-01-01 00:00:00,17,7,9.15,273.5
2020-01-01 00:00:00,17,8,8.75,271.1
2020-01-01 00:00:00,17,9,9.8,270.2
2020-01-01 00:00:00,17,10,8.72,270.4
2020-01-01 00:00:00,17,11,10.02,268.5
2020-01-01 00:00:00,17,12,9.14,259.6
2020-01-01 00:00:00,17,13,8.03,265.3
2020-01-01 00:00:00,17,14,9.55,280.2
2020-01-01 00:00:00,17,15,8.91,267.2
2020-01-01 00:00:00,17,16,9.0,270.8
2020-01-01 00:00:00,17,17,7.93,276.8
2020-01-01 00:00:00,17,18,8.86,274.3
2020-01-01 00:00:00,17,19,8.69,272.1
2020-01-01 00:00:00,18,0,9.56,276.7
2020-01-01 00:00:00,18,1,10.04,273.2
2020-01-01 00:00:00,18,2,9.44,270.1
2020-01-01 00:00:00,18,3,8.35,275.9
2020-01-01 00:00:00,18,4,10.06,267.2
2020-01-01 00:00:00,18,5,8.78,259.1
2020-01-01 00:00:00,18,6,9.21,266.6
2020-01-01 00:00:00,18,7,9.56,273.5
2020-01-01 00:00:00,18,8,10.59,270.3
2020-01-01 00:00:00,18,9,9.67,276.4
2020-01-01 00:00:00,18,10,9.0,265.9
2020-01-01 00:00:00,18,11,8.74,279.5
2020-01-01 00:00:00,18,12,9.76,269.4
2020-01-01 00:00:00,18,13,8.53,272.9
2020-01-01 00:00:00,18,14,8.78,264.1
2020-01-01 00:00:00,18,15,9.26,273.5
2020-01-01 00:00:00,18,16,9.05,260.1
2020-01-01 00:00:00,18,17,8.63,260.7
2020-01-01 00:00:00,18,18,8.75,269.2
2020-01-01 00:00:00,18,19,8.84,264.8
2020-01-01 00:00:00,19,0,9.25,269.7
2020-01-01 00:00:00,19,1,10.76,277.5
2020-01-01 00:00:00,19,2,10.87,268.2
2020-01-01 00:00:00,19,3,9.02,274.2
2020-01-01 00:00:00,19,4,9.33,267.0
2020-01-01 00:00:00,19,5,10.15,281.4
2020-01-01 00:00:00,19,6,9.15,277.2
2020-01-01 00:00:00,19,7,9.05,268.5
2020-01-01 00:00:00,19,8,9.47,270.8
2020-01-01 00:00:00,19,9,9.76,266.7
2020-01-01 00:00:00,19,10,8.81,273.2
2020-01-01 00:00:00,19,11,8.87,270.1
2020-01-01 00:00:00,19,12,10.1,265.6
2020-01-01 00:00:00,19,13,9.72,275.1
2020-01-01 00:00:00,19,14,9.45,271.4
2020-01-01 00:00:00,19,15,8.62,271.4
2020-01-01 00:00:00,19,16,8.47,262.8
2020-01-01 00:00:00,19,17,8.75,274.2
2020-01-01 00:00:00,19,18,9.92,270.3
2020-01-01 00:00:00,19,19,8.59,268.1
2020-01-01 01:00:00,0,0,8.5,274.1
2020-01-01 01:00:00,0,1,7.78,277.9
2020-01-01 01:00:00,0,2,7.58,271.3
2020-01-01 01:00:00,0,3,8.93,271.0
2020-01-01 01:00:00,0,4,8.24,270.9
2020-01-01 01:00:00,0,5,7.34,283.4
2020-01-01 01:00:00,0,6,8.55,272.1
2020-01-01 01:00:00,0,7,8.09,270.1
2020-01-01 01:00:00,0,8,8.96,274.7
2020-01-01 01:00:00,0,9,8.3,278.6
2020-01-01 01:00:00,0,10,8.71,268.3
2020-01-01 01:00:00,0,11,8.53,278.4
2020-01-01 01:00:00,0,12,8.4,277.1
2020-01-01 01:00:00,0,13,7.93,266.1
2020-01-01 01:00:00,0,14,7.64,278.7
2020-01-01 01:00:00,0,15,7.18,278.3
2020-01-01 01:00:00,0,16,7.28,273.1
2020-01-01 01:00:00,0,17,8.08,272.8
2020-01-01 01:00:00,0,18,8.05,270.1
2020-01-01 01:00:00,0,19,7.8,281.4
2020-01-01 01:00:00,1,0,8.71,269.8
2020-01-01 01:00:00,1,1,8.4,274.7
2020-01-01 01:00:00,1,2,8.71,279.0
2020-01-01 01:00:00,1,3,8.46,269.1
2020-01-01 01:00:00,1,4,8.88,280.8
2020-01-01 01:00:00,1,5,8.29,277.7
2020-01-01 01:00:00,1,6,8.29,277.0
2020-01-01 01:00:00,1,7,8.32,270.0
2020-01-01 01:00:00,1,8,9.43,271.0
2020-01-01 01:00:00,1,9,8.61,284.0
2020-01-01 01:00:00,1,10,8.27,272.2
2020-01-01 01:00:00,1,11,8.64,268.9
2020-01-01 01:00:00,1,12,8.03,268.4
2020-01-01 01:00:00,1,13,8.0,278.6
2020-01-01 01:00:00,1,14,7.55,273.0
2020-01-01 01:00:00,1,15,7.76,266.6
2020-01-01 01:00:00,1,16,6.74,274.8
2020-01-01 01:00:00,1,17,7.42,275.3
2020-01-01 01:00:00,1,18,8.25,275.9
2020-01-01 01:00:00,1,19,7.16,269.1
2020-01-01 01:00:00,2,0,9.1,274.7
2020-01-01 01:00:00,2,1,8.53,275.1
2020-01-01 01:00:00,2,2,8.32,282.3
2020-01-01 01:00:00,2,3,9.15,277.0
2020-01-01 01:00:00,2,4,8.25,281.6
2020-01-01 01:00:00,2,5,8.39,275.9
2020-01-01 01:00:00,2,6,8.3,275.0
2020-01-01 01:00:00,2,7,8.56,276.9
2020-01-01 01:00:00,2,8,8.85,272.0
2020-01-01 01:00:00,2,9,8.92,269.0
2020-01-01 01:00:00,2,10,7.54,275.5
2020-01-01 01:00:00,2,11,7.64,271.9
2020-01-01 01:00:00,2,12,7.8,270.8
2020-01-01 01:00:00,2,13,7.61,271.0
2020-01-01 01:00:00,2,14,7.74,266.2
2020-01-01 01:00:00,2,15,7.31,286.4
2020-01-01 01:00:00,2,16,8.01,280.4
2020-01-01 01:00:00,2,17,8.47,273.5
2020-01-01 01:00:00,2,18,7.9,265.0
2020-01-01 01:00:00,2,19,7.92,276.3
2020-01-01 01:00:00,3,0,9.06,282.6
2020-01-01 01:00:00,3,1,9.28,276.8
2020-01-01 01:00:00,3,2,9.8,272.7
2020-01-01 01:00:00,3,3,8.59,273.5
2020-01-01 01:00:00,3,4,9.05,280.1
2020-01-01 01:00:00,3,5,9.12,266.5
2020-01-01 01:00:00,3,6,7.8,280.0
2020-01-01 01:00:00,3,7,8.84,281.4
2020-01-01 01:00:00,3,8,8.82,276.5
2020-01-01 01:00:00,3,9,9.37,277.8
2020-01-01 01:00:00,3,10,8.3,281.1
2020-01-01 01:00:00,3,11,8.23,276.0
2020-01-01 01:00:00,3,12,8.73,274.8
2020-01-01 01:00:00,3,13,7.78,272.0
2020-01-01 01:00:00,3,14,8.87,270.3
2020-01-01 01:00:00,3,15,8.56,269.4
2020-01-01 01:00:00,3,16,7.46,276.3
2020-01-01 01:00:00,3,17,7.83,271.2
2020-01-01 01:00:00,3,18,7.61,271.5
2020-01-01 01:00:00,3,19,7.48,277.2
2020-01-01 01:00:00,4,0,9.13,281.1
2020-01-01 01:00:00,4,1,8.27,279.1
2020-01-01 01:00:00,4,2,8.58,275.0
2020-01-01 01:00:00,4,3,8.37,276.6
2020-01-01 01:00:00,4,4,8.66,275.0
2020-01-01 01:00:00,4,5,8.65,274.2
2020-01-01 01:00:00,4,6,8.21,271.5
2020-01-01 01:00:00,4,7,8.02,275.0
2020-01-01 01:00:00,4,8,8.25,275.3
2020-01-01 01:00:00,4,9,8.71,279.1
2020-01-01 01:00:00,4,10,7.72,267.6
2020-01-01 01:00:00,4,11,8.46,276.9
2020-01-01 01:00:00,4,12,8.42,270.2
2020-01-01 01:00:00,4,13,8.63,273.0
2020-01-01 01:00:00,4,14,8.34,273.2
2020-01-01 01:00:00,4,15,7.43,272.7
2020-01-01 01:00:00,4,16,7.99,276.1
2020-01-01 01:00:00,4,17,8.33,268.3
2020-01-01 01:00:00,4,18,7.65,276.0
2020-01-01 01:00:00,4,19,7.65,270.8
2020-01-01 01:00:00,5,0,8.78,274.3
2020-01-01 01:00:00,5,1,8.81,281.6
2020-01-01 01:00:00,5,2,8.58,276.4
2020-01-01 01:00:00,5,3,9.9,275.8
2020-01-01 01:00:00,5,4,8.69,272.9
2020-01-01 01:00:00,5,5,9.83,272.9
2020-01-01 01:00:00,5,6,8.56,270.5
2020-01-01 01:00:00,5,7,7.92,278.8
2020-01-01 01:00:00,5,8,7.62,273.4
2020-01-01 01:00:00,5,9,8.52,277.6
2020-01-01 01:00:00,5,10,9.66,269.0
2020-01-01 01:00:00,5,11,8.31,276.9
2020-01-01 01:00:00,5,12,7.98,276.2
2020-01-01 01:00:00,5,13,7.63,276.6
2020-01-01 01:00:00,5,14,8.47,274.7
2020-01-01 01:00:00,5,15,8.55,278.0
2020-01-01 01:00:00,5,16,8.41,276.5
2020-01-01 01:00:00,5,17,7.98,277.6
2020-01-01 01:00:00,5,18,8.03,287.5
2020-01-01 01:00:00,5,19,8.05,275.0
2020-01-01 01:00:00,6,0,8.33,270.1
2020-01-01 01:00:00,6,1,9.25,278.9
2020-01-01 01:00:00,6,2,8.91,274.9
2020-01-01 01:00:00,6,3,7.96,273.3
2020-01-01 01:00:00,6,4,9.32,282.3
2020-01-01 01:00:00,6,5,9.25,270.2
2020-01-01 01:00:00,6,6,9.13,270.9
2020-01-01 01:00:00,6,7,9.46,287.7
2020-01-01 01:00:00,6,8,8.17,267.5
2020-01-01 01:00:00,6,9,8.2,279.8
2020-01-01 01:00:00,6,10,9.32,267.6
2020-01-01 01:00:00,6,11,8.88,279.6
2020-01-01 01:00:00,6,12,8.06,270.2
2020-01-01 01:00:00,6,13,8.98,269.3
2020-01-01 01:00:00,6,14,7.76,279.7
2020-01-01 01:00:00,6,15,9.34,281.8
2020-01-01 01:00:00,6,16,8.44,269.3
2020-01-01 01:00:00,6,17,7.56,284.0
2020-01-01 01:00:00,6,18,9.33,272.2
2020-01-01 01:00:00,6,19,8.71,271.4
2020-01-01 01:00:00,7,0,9.48,271.3
2020-01-01 01:00:00,7,1,9.07,278.3
2020-01-01 01:00:00,7,2,10.02,273.7
2020-01-01 01:00:00,7,3,9.41,281.6
2020-01-01 01:00:00,7,4,7.87,273.8
2020-01-01 01:00:00,7,5,9.99,276.4
2020-01-01 01:00:00,7,6,8.95,276.5
2020-01-01 01:00:00,7,7,9.11,273.2
2020-01-01 01:00:00,7,8,9.22,267.8
2020-01-01 01:00:00,7,9,8.3,274.2
2020-01-01 01:00:00,7,10,9.35,287.9
2020-01-01 01:00:00,7,11,8.69,275.0
2020-01-01 01:00:00,7,12,9.03,277.4
2020-01-01 01:00:00,7,13,9.27,281.8
2020-01-01 01:00:00,7,14,8.63,270.1
2020-01-01 01:00:00,7,15,8.6,274.6
2020-01-01 01:00:00,7,16,8.6,275.3
2020-01-01 01:00:00,7,17,8.28,276.9
